trial_id,feature_id,variant,market,timeframe,side,cohort,horizon_bars,status
T0324,volume.vwap_deviation,vwap_dev20_reversal,um,15m,LONG,top50,16,REGISTERED
T0325,volume.vwap_deviation,vwap_dev20_reversal,um,15m,LONG,top50,48,REGISTERED
T0326,volume.vwap_deviation,vwap_dev20_reversal,um,15m,LONG,top50,96,REGISTERED
T0327,orderflow.taker_ratio,ratio_sign,um,15m,LONG,top50,4,REGISTERED
T0328,orderflow.taker_ratio,ratio_sign,um,15m,LONG,top50,16,REGISTERED
T0329,orderflow.taker_ratio,ratio_sign,um,15m,LONG,top50,48,REGISTERED
T0330,orderflow.taker_ratio,ratio_sign,um,15m,LONG,top50,96,REGISTERED
T0331,orderflow.cvd,cvd_slope6_sign,um,15m,LONG,top50,4,REGISTERED
T0332,orderflow.cvd,cvd_slope6_sign,um,15m,LONG,top50,16,REGISTERED
T0333,orderflow.cvd,cvd_slope6_sign,um,15m,LONG,top50,48,REGISTERED
T0334,orderflow.cvd,cvd_slope6_sign,um,15m,LONG,top50,96,REGISTERED
T0335,context.btc_regime,regime_follow,um,15m,LONG,top50,4,REGISTERED
T0336,context.btc_regime,regime_follow,um,15m,LONG,top50,16,REGISTERED
T0337,context.btc_regime,regime_follow,um,15m,LONG,top50,48,REGISTERED
T0338,context.btc_regime,regime_follow,um,15m,LONG,top50,96,REGISTERED
T0339,context.market_breadth,breadth_0.4_0.6,um,15m,LONG,top50,4,REGISTERED
T0340,context.market_breadth,breadth_0.4_0.6,um,15m,LONG,top50,16,REGISTERED
T0341,context.market_breadth,breadth_0.4_0.6,um,15m,LONG,top50,48,REGISTERED
T0342,context.market_breadth,breadth_0.4_0.6,um,15m,LONG,top50,96,REGISTERED
T0343,derivatives.funding,funding_sign,um,15m,LONG,top50,4,REGISTERED
T0344,derivatives.funding,funding_sign,um,15m,LONG,top50,16,REGISTERED
T0345,derivatives.funding,funding_sign,um,15m,LONG,top50,48,REGISTERED
T0346,derivatives.funding,funding_sign,um,15m,LONG,top50,96,REGISTERED
T0347,derivatives.funding_zscore,z90_extreme,um,15m,LONG,top50,4,REGISTERED
T0348,derivatives.funding_zscore,z90_extreme,um,15m,LONG,top50,16,REGISTERED
T0349,derivatives.funding_zscore,z90_extreme,um,15m,LONG,top50,48,REGISTERED
T0350,derivatives.funding_zscore,z90_extreme,um,15m,LONG,top50,96,REGISTERED
T0351,trend.ema_20_50_spread,ema_10_30,um,1h,LONG,top50,4,REGISTERED
T0352,trend.ema_20_50_spread,ema_10_30,um,1h,LONG,top50,12,REGISTERED
T0353,trend.ema_20_50_spread,ema_10_30,um,1h,LONG,top50,24,REGISTERED
T0354,trend.ema_20_50_spread,ema_20_50,um,1h,LONG,top50,4,REGISTERED
T0355,trend.ema_20_50_spread,ema_20_50,um,1h,LONG,top50,12,REGISTERED
T0356,trend.ema_20_50_spread,ema_20_50,um,1h,LONG,top50,24,REGISTERED
T0357,trend.ema_20_50_spread,ema_50_200,um,1h,LONG,top50,4,REGISTERED
T0358,trend.ema_20_50_spread,ema_50_200,um,1h,LONG,top50,12,REGISTERED
T0359,trend.ema_20_50_spread,ema_50_200,um,1h,LONG,top50,24,REGISTERED
T0360,trend.ema_50_200_regime,ema_10_30,um,1h,LONG,top50,4,REGISTERED
T0361,trend.ema_50_200_regime,ema_10_30,um,1h,LONG,top50,12,REGISTERED
T0362,trend.ema_50_200_regime,ema_10_30,um,1h,LONG,top50,24,REGISTERED
T0363,trend.ema_50_200_regime,ema_20_50,um,1h,LONG,top50,4,REGISTERED
T0364,trend.ema_50_200_regime,ema_20_50,um,1h,LONG,top50,12,REGISTERED
T0365,trend.ema_50_200_regime,ema_20_50,um,1h,LONG,top50,24,REGISTERED
T0366,trend.ema_50_200_regime,ema_50_200,um,1h,LONG,top50,4,REGISTERED
T0367,trend.ema_50_200_regime,ema_50_200,um,1h,LONG,top50,12,REGISTERED
T0368,trend.ema_50_200_regime,ema_50_200,um,1h,LONG,top50,24,REGISTERED
T0369,trend.ema_slope,default,um,1h,LONG,top50,4,REGISTERED
T0370,trend.ema_slope,default,um,1h,LONG,top50,12,REGISTERED
T0371,trend.ema_slope,default,um,1h,LONG,top50,24,REGISTERED
T0372,trend.adx_dmi,adx14_threshold20,um,1h,LONG,top50,4,REGISTERED
T0373,trend.adx_dmi,adx14_threshold20,um,1h,LONG,top50,12,REGISTERED
T0374,trend.adx_dmi,adx14_threshold20,um,1h,LONG,top50,24,REGISTERED
T0375,trend.kaufman_er,er10_threshold0.3,um,1h,LONG,top50,4,REGISTERED
T0376,trend.kaufman_er,er10_threshold0.3,um,1h,LONG,top50,12,REGISTERED
T0377,trend.kaufman_er,er10_threshold0.3,um,1h,LONG,top50,24,REGISTERED
T0378,trend.donchian,donchian_20,um,1h,LONG,top50,4,REGISTERED
T0379,trend.donchian,donchian_20,um,1h,LONG,top50,12,REGISTERED
T0380,trend.donchian,donchian_20,um,1h,LONG,top50,24,REGISTERED
T0381,trend.donchian,donchian_48,um,1h,LONG,top50,4,REGISTERED
T0382,trend.donchian,donchian_48,um,1h,LONG,top50,12,REGISTERED
T0383,trend.donchian,donchian_48,um,1h,LONG,top50,24,REGISTERED
T0384,trend.donchian,donchian_55,um,1h,LONG,top50,4,REGISTERED
T0385,trend.donchian,donchian_55,um,1h,LONG,top50,12,REGISTERED
T0386,trend.donchian,donchian_55,um,1h,LONG,top50,24,REGISTERED
T0387,momentum.roc,roc_6,um,1h,LONG,top50,4,REGISTERED
T0388,momentum.roc,roc_6,um,1h,LONG,top50,12,REGISTERED
T0389,momentum.roc,roc_6,um,1h,LONG,top50,24,REGISTERED
T0390,momentum.roc,roc_12,um,1h,LONG,top50,4,REGISTERED
T0391,momentum.roc,roc_12,um,1h,LONG,top50,12,REGISTERED
T0392,momentum.roc,roc_12,um,1h,LONG,top50,24,REGISTERED
T0393,momentum.roc,roc_24,um,1h,LONG,top50,4,REGISTERED
T0394,momentum.roc,roc_24,um,1h,LONG,top50,12,REGISTERED
T0395,momentum.roc,roc_24,um,1h,LONG,top50,24,REGISTERED
T0396,momentum.rsi,rsi_7_30_70,um,1h,LONG,top50,4,REGISTERED
T0397,momentum.rsi,rsi_7_30_70,um,1h,LONG,top50,12,REGISTERED
T0398,momentum.rsi,rsi_7_30_70,um,1h,LONG,top50,24,REGISTERED
T0399,momentum.rsi,rsi_14_30_70,um,1h,LONG,top50,4,REGISTERED
T0400,momentum.rsi,rsi_14_30_70,um,1h,LONG,top50,12,REGISTERED
T0401,momentum.rsi,rsi_14_30_70,um,1h,LONG,top50,24,REGISTERED
T0402,momentum.rsi,rsi_21_30_70,um,1h,LONG,top50,4,REGISTERED
T0403,momentum.rsi,rsi_21_30_70,um,1h,LONG,top50,12,REGISTERED
T0404,momentum.rsi,rsi_21_30_70,um,1h,LONG,top50,24,REGISTERED
T0405,volatility.atr_natr,natr14_filter,um,1h,LONG,top50,4,REGISTERED
T0406,volatility.atr_natr,natr14_filter,um,1h,LONG,top50,12,REGISTERED
T0407,volatility.atr_natr,natr14_filter,um,1h,LONG,top50,24,REGISTERED
T0408,volatility.bollinger_bandwidth,bb20_2s_filter,um,1h,LONG,top50,4,REGISTERED
T0409,volatility.bollinger_bandwidth,bb20_2s_filter,um,1h,LONG,top50,12,REGISTERED
T0410,volatility.bollinger_bandwidth,bb20_2s_filter,um,1h,LONG,top50,24,REGISTERED
T0411,volatility.realized_percentile,rv20_p100_filter,um,1h,LONG,top50,4,REGISTERED
T0412,volatility.realized_percentile,rv20_p100_filter,um,1h,LONG,top50,12,REGISTERED
T0413,volatility.realized_percentile,rv20_p100_filter,um,1h,LONG,top50,24,REGISTERED
T0414,volume.rvol,rvol20_filter,um,1h,LONG,top50,4,REGISTERED
T0415,volume.rvol,rvol20_filter,um,1h,LONG,top50,12,REGISTERED
T0416,volume.rvol,rvol20_filter,um,1h,LONG,top50,24,REGISTERED
T0417,volume.vwap_deviation,vwap_dev20_reversal,um,1h,LONG,top50,4,REGISTERED
T0418,volume.vwap_deviation,vwap_dev20_reversal,um,1h,LONG,top50,12,REGISTERED
T0419,volume.vwap_deviation,vwap_dev20_reversal,um,1h,LONG,top50,24,REGISTERED
T0420,orderflow.taker_ratio,ratio_sign,um,1h,LONG,top50,4,REGISTERED
T0421,orderflow.taker_ratio,ratio_sign,um,1h,LONG,top50,12,REGISTERED
T0422,orderflow.taker_ratio,ratio_sign,um,1h,LONG,top50,24,REGISTERED
T0423,orderflow.cvd,cvd_slope6_sign,um,1h,LONG,top50,4,REGISTERED
T0424,orderflow.cvd,cvd_slope6_sign,um,1h,LONG,top50,12,REGISTERED
T0425,orderflow.cvd,cvd_slope6_sign,um,1h,LONG,top50,24,REGISTERED
T0426,context.btc_regime,regime_follow,um,1h,LONG,top50,4,REGISTERED
T0427,context.btc_regime,regime_follow,um,1h,LONG,top50,12,REGISTERED
T0428,context.btc_regime,regime_follow,um,1h,LONG,top50,24,REGISTERED
T0429,derivatives.funding,funding_sign,um,1h,LONG,top50,4,REGISTERED
T0430,derivatives.funding,funding_sign,um,1h,LONG,top50,12,REGISTERED
T0431,derivatives.funding,funding_sign,um,1h,LONG,top50,24,REGISTERED
T0432,derivatives.funding_zscore,z90_extreme,um,1h,LONG,top50,4,REGISTERED
T0433,derivatives.funding_zscore,z90_extreme,um,1h,LONG,top50,12,REGISTERED
T0434,derivatives.funding_zscore,z90_extreme,um,1h,LONG,top50,24,REGISTERED
T0435,trend.ema_20_50_spread,ema_10_30,um,4h,LONG,top50,3,REGISTERED
T0436,trend.ema_20_50_spread,ema_10_30,um,4h,LONG,top50,6,REGISTERED
T0437,trend.ema_20_50_spread,ema_20_50,um,4h,LONG,top50,3,REGISTERED
T0438,trend.ema_20_50_spread,ema_20_50,um,4h,LONG,top50,6,REGISTERED
T0439,trend.ema_20_50_spread,ema_50_200,um,4h,LONG,top50,3,REGISTERED
T0440,trend.ema_20_50_spread,ema_50_200,um,4h,LONG,top50,6,REGISTERED
T0441,trend.ema_50_200_regime,ema_10_30,um,4h,LONG,top50,3,REGISTERED
T0442,trend.ema_50_200_regime,ema_10_30,um,4h,LONG,top50,6,REGISTERED
T0443,trend.ema_50_200_regime,ema_20_50,um,4h,LONG,top50,3,REGISTERED
T0444,trend.ema_50_200_regime,ema_20_50,um,4h,LONG,top50,6,REGISTERED
T0445,trend.ema_50_200_regime,ema_50_200,um,4h,LONG,top50,3,REGISTERED
T0446,trend.ema_50_200_regime,ema_50_200,um,4h,LONG,top50,6,REGISTERED
T0447,trend.ema_slope,default,um,4h,LONG,top50,3,REGISTERED
T0448,trend.ema_slope,default,um,4h,LONG,top50,6,REGISTERED
T0449,trend.adx_dmi,adx14_threshold20,um,4h,LONG,top50,3,REGISTERED
T0450,trend.adx_dmi,adx14_threshold20,um,4h,LONG,top50,6,REGISTERED
T0451,trend.kaufman_er,er10_threshold0.3,um,4h,LONG,top50,3,REGISTERED
T0452,trend.kaufman_er,er10_threshold0.3,um,4h,LONG,top50,6,REGISTERED
T0453,trend.donchian,donchian_20,um,4h,LONG,top50,3,REGISTERED
T0454,trend.donchian,donchian_20,um,4h,LONG,top50,6,REGISTERED
T0455,trend.donchian,donchian_48,um,4h,LONG,top50,3,REGISTERED
T0456,trend.donchian,donchian_48,um,4h,LONG,top50,6,REGISTERED
T0457,trend.donchian,donchian_55,um,4h,LONG,top50,3,REGISTERED
T0458,trend.donchian,donchian_55,um,4h,LONG,top50,6,REGISTERED
T0459,momentum.roc,roc_6,um,4h,LONG,top50,3,REGISTERED
T0460,momentum.roc,roc_6,um,4h,LONG,top50,6,REGISTERED
T0461,momentum.roc,roc_12,um,4h,LONG,top50,3,REGISTERED
T0462,momentum.roc,roc_12,um,4h,LONG,top50,6,REGISTERED
T0463,momentum.roc,roc_24,um,4h,LONG,top50,3,REGISTERED
T0464,momentum.roc,roc_24,um,4h,LONG,top50,6,REGISTERED
T0465,momentum.rsi,rsi_7_30_70,um,4h,LONG,top50,3,REGISTERED
T0466,momentum.rsi,rsi_7_30_70,um,4h,LONG,top50,6,REGISTERED
T0467,momentum.rsi,rsi_14_30_70,um,4h,LONG,top50,3,REGISTERED
T0468,momentum.rsi,rsi_14_30_70,um,4h,LONG,top50,6,REGISTERED
T0469,momentum.rsi,rsi_21_30_70,um,4h,LONG,top50,3,REGISTERED
T0470,momentum.rsi,rsi_21_30_70,um,4h,LONG,top50,6,REGISTERED
T0471,volatility.atr_natr,natr14_filter,um,4h,LONG,top50,3,REGISTERED
T0472,volatility.atr_natr,natr14_filter,um,4h,LONG,top50,6,REGISTERED
T0473,volatility.bollinger_bandwidth,bb20_2s_filter,um,4h,LONG,top50,3,REGISTERED
T0474,volatility.bollinger_bandwidth,bb20_2s_filter,um,4h,LONG,top50,6,REGISTERED
T0475,volatility.realized_percentile,rv20_p100_filter,um,4h,LONG,top50,3,REGISTERED
T0476,volatility.realized_percentile,rv20_p100_filter,um,4h,LONG,top50,6,REGISTERED
T0477,volume.rvol,rvol20_filter,um,4h,LONG,top50,3,REGISTERED
T0478,volume.rvol,rvol20_filter,um,4h,LONG,top50,6,REGISTERED
T0479,volume.vwap_deviation,vwap_dev20_reversal,um,4h,LONG,top50,3,REGISTERED
T0480,volume.vwap_deviation,vwap_dev20_reversal,um,4h,LONG,top50,6,REGISTERED
T0481,orderflow.taker_ratio,ratio_sign,um,4h,LONG,top50,3,REGISTERED
T0482,orderflow.taker_ratio,ratio_sign,um,4h,LONG,top50,6,REGISTERED
T0483,orderflow.cvd,cvd_slope6_sign,um,4h,LONG,top50,3,REGISTERED
T0484,orderflow.cvd,cvd_slope6_sign,um,4h,LONG,top50,6,REGISTERED
T0485,context.btc_regime,regime_follow,um,4h,LONG,top50,3,REGISTERED
T0486,context.btc_regime,regime_follow,um,4h,LONG,top50,6,REGISTERED
T0487,context.market_breadth,breadth_0.4_0.6,um,4h,LONG,top50,3,REGISTERED
T0488,context.market_breadth,breadth_0.4_0.6,um,4h,LONG,top50,6,REGISTERED
T0489,derivatives.funding,funding_sign,um,4h,LONG,top50,3,REGISTERED
T0490,derivatives.funding,funding_sign,um,4h,LONG,top50,6,REGISTERED
T0491,derivatives.funding_zscore,z90_extreme,um,4h,LONG,top50,3,REGISTERED
T0492,derivatives.funding_zscore,z90_extreme,um,4h,LONG,top50,6,REGISTERED
T0493,trend.ema_20_50_spread,ema_10_30,um,15m,SHORT,top50,4,REGISTERED
T0494,trend.ema_20_50_spread,ema_10_30,um,15m,SHORT,top50,16,REGISTERED
T0495,trend.ema_20_50_spread,ema_10_30,um,15m,SHORT,top50,48,REGISTERED
T0496,trend.ema_20_50_spread,ema_10_30,um,15m,SHORT,top50,96,REGISTERED
T0497,trend.ema_20_50_spread,ema_20_50,um,15m,SHORT,top50,4,REGISTERED
T0498,trend.ema_20_50_spread,ema_20_50,um,15m,SHORT,top50,16,REGISTERED
T0499,trend.ema_20_50_spread,ema_20_50,um,15m,SHORT,top50,48,REGISTERED
T0500,trend.ema_20_50_spread,ema_20_50,um,15m,SHORT,top50,96,REGISTERED
T0501,trend.ema_20_50_spread,ema_50_200,um,15m,SHORT,top50,4,REGISTERED
T0502,trend.ema_20_50_spread,ema_50_200,um,15m,SHORT,top50,16,REGISTERED
T0503,trend.ema_20_50_spread,ema_50_200,um,15m,SHORT,top50,48,REGISTERED
T0504,trend.ema_20_50_spread,ema_50_200,um,15m,SHORT,top50,96,REGISTERED
T0505,trend.ema_50_200_regime,ema_10_30,um,15m,SHORT,top50,4,REGISTERED
T0506,trend.ema_50_200_regime,ema_10_30,um,15m,SHORT,top50,16,REGISTERED
T0507,trend.ema_50_200_regime,ema_10_30,um,15m,SHORT,top50,48,REGISTERED
T0508,trend.ema_50_200_regime,ema_10_30,um,15m,SHORT,top50,96,REGISTERED
T0509,trend.ema_50_200_regime,ema_20_50,um,15m,SHORT,top50,4,REGISTERED
T0510,trend.ema_50_200_regime,ema_20_50,um,15m,SHORT,top50,16,REGISTERED
T0511,trend.ema_50_200_regime,ema_20_50,um,15m,SHORT,top50,48,REGISTERED
T0512,trend.ema_50_200_regime,ema_20_50,um,15m,SHORT,top50,96,REGISTERED
T0513,trend.ema_50_200_regime,ema_50_200,um,15m,SHORT,top50,4,REGISTERED
T0514,trend.ema_50_200_regime,ema_50_200,um,15m,SHORT,top50,16,REGISTERED
T0515,trend.ema_50_200_regime,ema_50_200,um,15m,SHORT,top50,48,REGISTERED
T0516,trend.ema_50_200_regime,ema_50_200,um,15m,SHORT,top50,96,REGISTERED
T0517,trend.ema_slope,default,um,15m,SHORT,top50,4,REGISTERED
T0518,trend.ema_slope,default,um,15m,SHORT,top50,16,REGISTERED
T0519,trend.ema_slope,default,um,15m,SHORT,top50,48,REGISTERED
T0520,trend.ema_slope,default,um,15m,SHORT,top50,96,REGISTERED
T0521,trend.adx_dmi,adx14_threshold20,um,15m,SHORT,top50,4,REGISTERED
T0522,trend.adx_dmi,adx14_threshold20,um,15m,SHORT,top50,16,REGISTERED
T0523,trend.adx_dmi,adx14_threshold20,um,15m,SHORT,top50,48,REGISTERED
T0524,trend.adx_dmi,adx14_threshold20,um,15m,SHORT,top50,96,REGISTERED
T0525,trend.kaufman_er,er10_threshold0.3,um,15m,SHORT,top50,4,REGISTERED
T0526,trend.kaufman_er,er10_threshold0.3,um,15m,SHORT,top50,16,REGISTERED
T0527,trend.kaufman_er,er10_threshold0.3,um,15m,SHORT,top50,48,REGISTERED
T0528,trend.kaufman_er,er10_threshold0.3,um,15m,SHORT,top50,96,REGISTERED
T0529,trend.donchian,donchian_20,um,15m,SHORT,top50,4,REGISTERED
T0530,trend.donchian,donchian_20,um,15m,SHORT,top50,16,REGISTERED
T0531,trend.donchian,donchian_20,um,15m,SHORT,top50,48,REGISTERED
T0532,trend.donchian,donchian_20,um,15m,SHORT,top50,96,REGISTERED
T0533,trend.donchian,donchian_48,um,15m,SHORT,top50,4,REGISTERED
T0534,trend.donchian,donchian_48,um,15m,SHORT,top50,16,REGISTERED
T0535,trend.donchian,donchian_48,um,15m,SHORT,top50,48,REGISTERED
T0536,trend.donchian,donchian_48,um,15m,SHORT,top50,96,REGISTERED
T0537,trend.donchian,donchian_55,um,15m,SHORT,top50,4,REGISTERED
T0538,trend.donchian,donchian_55,um,15m,SHORT,top50,16,REGISTERED
T0539,trend.donchian,donchian_55,um,15m,SHORT,top50,48,REGISTERED
T0540,trend.donchian,donchian_55,um,15m,SHORT,top50,96,REGISTERED
T0541,momentum.roc,roc_6,um,15m,SHORT,top50,4,REGISTERED
T0542,momentum.roc,roc_6,um,15m,SHORT,top50,16,REGISTERED
T0543,momentum.roc,roc_6,um,15m,SHORT,top50,48,REGISTERED
T0544,momentum.roc,roc_6,um,15m,SHORT,top50,96,REGISTERED
T0545,momentum.roc,roc_12,um,15m,SHORT,top50,4,REGISTERED
T0546,momentum.roc,roc_12,um,15m,SHORT,top50,16,REGISTERED
T0547,momentum.roc,roc_12,um,15m,SHORT,top50,48,REGISTERED
T0548,momentum.roc,roc_12,um,15m,SHORT,top50,96,REGISTERED
T0549,momentum.roc,roc_24,um,15m,SHORT,top50,4,REGISTERED
T0550,momentum.roc,roc_24,um,15m,SHORT,top50,16,REGISTERED
T0551,momentum.roc,roc_24,um,15m,SHORT,top50,48,REGISTERED
T0552,momentum.roc,roc_24,um,15m,SHORT,top50,96,REGISTERED
T0553,momentum.rsi,rsi_7_30_70,um,15m,SHORT,top50,4,REGISTERED
T0554,momentum.rsi,rsi_7_30_70,um,15m,SHORT,top50,16,REGISTERED
T0555,momentum.rsi,rsi_7_30_70,um,15m,SHORT,top50,48,REGISTERED
T0556,momentum.rsi,rsi_7_30_70,um,15m,SHORT,top50,96,REGISTERED
T0557,momentum.rsi,rsi_14_30_70,um,15m,SHORT,top50,4,REGISTERED
T0558,momentum.rsi,rsi_14_30_70,um,15m,SHORT,top50,16,REGISTERED
T0559,momentum.rsi,rsi_14_30_70,um,15m,SHORT,top50,48,REGISTERED
T0560,momentum.rsi,rsi_14_30_70,um,15m,SHORT,top50,96,REGISTERED
T0561,momentum.rsi,rsi_21_30_70,um,15m,SHORT,top50,4,REGISTERED
T0562,momentum.rsi,rsi_21_30_70,um,15m,SHORT,top50,16,REGISTERED
T0563,momentum.rsi,rsi_21_30_70,um,15m,SHORT,top50,48,REGISTERED
T0564,momentum.rsi,rsi_21_30_70,um,15m,SHORT,top50,96,REGISTERED
T0565,volatility.atr_natr,natr14_filter,um,15m,SHORT,top50,4,REGISTERED
T0566,volatility.atr_natr,natr14_filter,um,15m,SHORT,top50,16,REGISTERED
T0567,volatility.atr_natr,natr14_filter,um,15m,SHORT,top50,48,REGISTERED
T0568,volatility.atr_natr,natr14_filter,um,15m,SHORT,top50,96,REGISTERED
T0569,volatility.bollinger_bandwidth,bb20_2s_filter,um,15m,SHORT,top50,4,REGISTERED
T0570,volatility.bollinger_bandwidth,bb20_2s_filter,um,15m,SHORT,top50,16,REGISTERED
T0571,volatility.bollinger_bandwidth,bb20_2s_filter,um,15m,SHORT,top50,48,REGISTERED
T0572,volatility.bollinger_bandwidth,bb20_2s_filter,um,15m,SHORT,top50,96,REGISTERED
T0573,volatility.realized_percentile,rv20_p100_filter,um,15m,SHORT,top50,4,REGISTERED
T0574,volatility.realized_percentile,rv20_p100_filter,um,15m,SHORT,top50,16,REGISTERED
T0575,volatility.realized_percentile,rv20_p100_filter,um,15m,SHORT,top50,48,REGISTERED
T0576,volatility.realized_percentile,rv20_p100_filter,um,15m,SHORT,top50,96,REGISTERED
T0577,volume.rvol,rvol20_filter,um,15m,SHORT,top50,4,REGISTERED
T0578,volume.rvol,rvol20_filter,um,15m,SHORT,top50,16,REGISTERED
T0579,volume.rvol,rvol20_filter,um,15m,SHORT,top50,48,REGISTERED
T0580,volume.rvol,rvol20_filter,um,15m,SHORT,top50,96,REGISTERED
T0581,volume.vwap_deviation,vwap_dev20_reversal,um,15m,SHORT,top50,4,REGISTERED
T0582,volume.vwap_deviation,vwap_dev20_reversal,um,15m,SHORT,top50,16,REGISTERED
T0583,volume.vwap_deviation,vwap_dev20_reversal,um,15m,SHORT,top50,48,REGISTERED
T0584,volume.vwap_deviation,vwap_dev20_reversal,um,15m,SHORT,top50,96,REGISTERED
T0585,orderflow.taker_ratio,ratio_sign,um,15m,SHORT,top50,4,REGISTERED
T0586,orderflow.taker_ratio,ratio_sign,um,15m,SHORT,top50,16,REGISTERED
T0587,orderflow.taker_ratio,ratio_sign,um,15m,SHORT,top50,48,REGISTERED
T0588,orderflow.taker_ratio,ratio_sign,um,15m,SHORT,top50,96,REGISTERED
T0589,orderflow.cvd,cvd_slope6_sign,um,15m,SHORT,top50,4,REGISTERED
T0590,orderflow.cvd,cvd_slope6_sign,um,15m,SHORT,top50,16,REGISTERED
T0591,orderflow.cvd,cvd_slope6_sign,um,15m,SHORT,top50,48,REGISTERED
T0592,orderflow.cvd,cvd_slope6_sign,um,15m,SHORT,top50,96,REGISTERED
T0593,context.btc_regime,regime_follow,um,15m,SHORT,top50,4,REGISTERED
T0594,context.btc_regime,regime_follow,um,15m,SHORT,top50,16,REGISTERED
T0595,context.btc_regime,regime_follow,um,15m,SHORT,top50,48,REGISTERED
T0596,context.btc_regime,regime_follow,um,15m,SHORT,top50,96,REGISTERED
T0597,context.market_breadth,breadth_0.4_0.6,um,15m,SHORT,top50,4,REGISTERED
T0598,context.market_breadth,breadth_0.4_0.6,um,15m,SHORT,top50,16,REGISTERED
T0599,context.market_breadth,breadth_0.4_0.6,um,15m,SHORT,top50,48,REGISTERED
T0600,context.market_breadth,breadth_0.4_0.6,um,15m,SHORT,top50,96,REGISTERED
T0601,derivatives.funding,funding_sign,um,15m,SHORT,top50,4,REGISTERED
T0602,derivatives.funding,funding_sign,um,15m,SHORT,top50,16,REGISTERED
T0603,derivatives.funding,funding_sign,um,15m,SHORT,top50,48,REGISTERED
T0604,derivatives.funding,funding_sign,um,15m,SHORT,top50,96,REGISTERED
T0605,derivatives.funding_zscore,z90_extreme,um,15m,SHORT,top50,4,REGISTERED
T0606,derivatives.funding_zscore,z90_extreme,um,15m,SHORT,top50,16,REGISTERED
T0607,derivatives.funding_zscore,z90_extreme,um,15m,SHORT,top50,48,REGISTERED
T0608,derivatives.funding_zscore,z90_extreme,um,15m,SHORT,top50,96,REGISTERED
T0609,trend.ema_20_50_spread,ema_10_30,um,1h,SHORT,top50,4,REGISTERED
T0610,trend.ema_20_50_spread,ema_10_30,um,1h,SHORT,top50,12,REGISTERED
T0611,trend.ema_20_50_spread,ema_10_30,um,1h,SHORT,top50,24,REGISTERED
T0612,trend.ema_20_50_spread,ema_20_50,um,1h,SHORT,top50,4,REGISTERED
T0613,trend.ema_20_50_spread,ema_20_50,um,1h,SHORT,top50,12,REGISTERED
T0614,trend.ema_20_50_spread,ema_20_50,um,1h,SHORT,top50,24,REGISTERED
T0615,trend.ema_20_50_spread,ema_50_200,um,1h,SHORT,top50,4,REGISTERED
T0616,trend.ema_20_50_spread,ema_50_200,um,1h,SHORT,top50,12,REGISTERED
T0617,trend.ema_20_50_spread,ema_50_200,um,1h,SHORT,top50,24,REGISTERED
T0618,trend.ema_50_200_regime,ema_10_30,um,1h,SHORT,top50,4,REGISTERED
T0619,trend.ema_50_200_regime,ema_10_30,um,1h,SHORT,top50,12,REGISTERED
T0620,trend.ema_50_200_regime,ema_10_30,um,1h,SHORT,top50,24,REGISTERED
T0621,trend.ema_50_200_regime,ema_20_50,um,1h,SHORT,top50,4,REGISTERED
T0622,trend.ema_50_200_regime,ema_20_50,um,1h,SHORT,top50,12,REGISTERED
T0623,trend.ema_50_200_regime,ema_20_50,um,1h,SHORT,top50,24,REGISTERED
T0624,trend.ema_50_200_regime,ema_50_200,um,1h,SHORT,top50,4,REGISTERED
T0625,trend.ema_50_200_regime,ema_50_200,um,1h,SHORT,top50,12,REGISTERED
T0626,trend.ema_50_200_regime,ema_50_200,um,1h,SHORT,top50,24,REGISTERED
T0627,trend.ema_slope,default,um,1h,SHORT,top50,4,REGISTERED
T0628,trend.ema_slope,default,um,1h,SHORT,top50,12,REGISTERED
T0629,trend.ema_slope,default,um,1h,SHORT,top50,24,REGISTERED
T0630,trend.adx_dmi,adx14_threshold20,um,1h,SHORT,top50,4,REGISTERED
T0631,trend.adx_dmi,adx14_threshold20,um,1h,SHORT,top50,12,REGISTERED
T0632,trend.adx_dmi,adx14_threshold20,um,1h,SHORT,top50,24,REGISTERED
T0633,trend.kaufman_er,er10_threshold0.3,um,1h,SHORT,top50,4,REGISTERED
T0634,trend.kaufman_er,er10_threshold0.3,um,1h,SHORT,top50,12,REGISTERED
T0635,trend.kaufman_er,er10_threshold0.3,um,1h,SHORT,top50,24,REGISTERED
T0636,trend.donchian,donchian_20,um,1h,SHORT,top50,4,REGISTERED
T0637,trend.donchian,donchian_20,um,1h,SHORT,top50,12,REGISTERED
T0638,trend.donchian,donchian_20,um,1h,SHORT,top50,24,REGISTERED
T0639,trend.donchian,donchian_48,um,1h,SHORT,top50,4,REGISTERED
T0640,trend.donchian,donchian_48,um,1h,SHORT,top50,12,REGISTERED
T0641,trend.donchian,donchian_48,um,1h,SHORT,top50,24,REGISTERED
T0642,trend.donchian,donchian_55,um,1h,SHORT,top50,4,REGISTERED
T0643,trend.donchian,donchian_55,um,1h,SHORT,top50,12,REGISTERED
T0644,trend.donchian,donchian_55,um,1h,SHORT,top50,24,REGISTERED
T0645,momentum.roc,roc_6,um,1h,SHORT,top50,4,REGISTERED
T0646,momentum.roc,roc_6,um,1h,SHORT,top50,12,REGISTERED
T0647,momentum.roc,roc_6,um,1h,SHORT,top50,24,REGISTERED
T0648,momentum.roc,roc_12,um,1h,SHORT,top50,4,REGISTERED
